feature_id	D39_lac_1	D39_lac_2	D39_lac_3	D39_lac_4	D39_lac_5	D39_lac_6	D39_LNnT_7	D39_LNnT_8	D39_LNnT_9	D39_LNnT_10	D39_LNnT_11	D39_LNnT_12	D39_6SL_13	D39_6SL_14	D39_6SL_15	D39_6SL_16	D39_6SL_17	D39_6SL_18
SPV_0046	5.551510342739972	5.448828156831304	5.635328905552542	5.733160234825835	5.866061125735827	5.865519462010085	5.4704836316841945	5.530999762266519	5.478009440466191	5.036282792461515	5.257140026639386	5.116911691534469	5.840519556696331	5.628981099184921	5.647815317373892	5.340356707546254	5.066699271247169	5.0669379755624755
SPV_0047	3.3955865514554877	3.9573591014056855	3.6502227619479286	1.877568555411954	2.17252817434669	2.1039249624089895	2.6557818483546423	2.4702108902007667	2.61526786264647	2.1295270845143675	2.5888451480018295	2.364242064358929	2.297756742115837	2.4295316177201562	2.0407911302002657	2.741814325602573	1.93860790520852	1.779501550079196
SPV_2462	4.573688603050378	4.864511723701152	4.684018964725794	3.300428600294701	3.068133332226896	3.4778128338573673	4.630749396880663	4.053118640506553	4.077562692937602	3.750866421877368	4.139632383765281	4.338374601272036	3.7269252964250827	3.9166205023536356	3.6824214868620992	4.3982938725935	3.578788987658444	3.9181845660968686
SPV_2461	-0.6676093736767912	1.4191686437732833	1.2410323952422986	-0.6555899512174717	-1.5628867566243552	-0.857746251179617	0.6181478376631777	1.181313960934063	-0.6132705089043812	1.0612425299382238	0.8039629379260439	1.7027938494145562	0.810509117136961	0.8802443126021744	0.8188091483704009	1.2320614548739337	0.6960505949710242	-0.023030969134688297
SPV_2085	0.15647725637538912	-0.18051555174113978	0.6245897213024961	0.601525408300455	0.586978445165219	0.2671869829075019	-0.2520205012986355	-0.23056462334548147	0.8474855524871612	0.6791354129986615	-0.18690234516368406	0.3720258052211284	-0.03367370906706265	-0.2991758445899636	-0.5843987281061701	0.14925853027689326	-0.2765748129283021	0.2558870313234719
SPV_0048	1.4665526978519339	1.4749400853210215	1.7083066272024907	1.4813238964149145	1.1249093008015159	1.5430144000094663	1.2199578788115046	1.0641178001097469	0.43704865705609963	1.283061226652706	0.6892491599070647	1.0742824317920376	1.3395541907444402	1.2666790543424402	1.0905983341697738	1.3142931052667473	0.6960505949710242	1.4506892727622596
SPV_0049	9.249680447329578	9.148074374159481	9.200405622321515	7.050068074983883	7.040389317104429	7.446749120941763	5.247259073559962	4.987710686244188	5.021359665394159	4.538708883039828	4.716990563479488	4.702939642932369	5.056314963055329	4.941418888245826	5.058160413266074	5.187835103509886	5.26070358307291	5.226430496831387
SPV_0050	9.002262490075385	9.018599641966023	9.025325639893397	6.808957882614284	6.847363193282367	7.088459542061128	4.322427934065369	4.510520964674019	4.3493890000355	4.122355788749382	4.177363859885467	4.228167682872094	4.544768119903209	4.50189058147834	4.629308525458353	4.6992397016686	4.7204718459436785	4.546846331793338
SPV_0051	7.963117811069323	8.02572785099593	7.894839057771399	9.201812427339023	9.128141137827864	9.199696509361932	7.506886306393298	8.045164848203601	8.235166676071534	9.313679421481506	9.149132352242098	9.23348457575708	8.630479910562084	8.618890680467805	8.347163678230624	9.459988635163656	8.91938321727458	8.8308713252206
SPV_0052	10.968824725607707	10.89785956320231	10.880298652372899	11.779816726768058	11.679571423571526	11.726099543882778	10.255942350848807	10.540145259582514	10.735661681994959	11.907254363646228	11.851802767154066	11.844768057411644	10.692711131525284	10.43468008830858	10.590375647156684	12.012880560930986	11.808144231259783	11.729300768493042
SPV_0053	9.772838232505896	9.666258529079668	9.691564922616292	10.448877204926701	10.337511379690122	10.3671796366009	9.21848680883897	9.461460049802286	9.592564281651558	10.764355493981297	10.835226569669837	10.834977375248508	9.386701199438317	9.354134151379162	9.666808024196449	11.012738618813193	10.784237327339794	10.661025908107726
SPV_0054	9.055309807982217	8.987779068907958	9.006543738143382	9.808749993133251	9.67026418583421	9.653004672057968	8.695483746333448	8.809293728516511	8.82355125460298	10.189342936642323	10.21951499334759	10.251673332177184	8.724704945992286	8.849215174319374	9.172611765451506	10.4050401874603	10.252676012911223	10.130180475634967
SPV_0055	7.819347029521145	7.809582274279039	7.873761019898315	8.571767197877413	8.52790866540299	8.501674787294823	7.349749930560333	7.519288745109754	7.391070184975325	9.0697686790833	9.055990916891249	9.038548586650496	7.569747737099136	7.6986572203305395	7.8969684135081835	9.147663485326982	8.968098074194268	8.986636578460667
SPV_0056	7.539923590641429	7.447858512642034	7.486389193644494	8.137828145499386	8.366886097038597	8.286708036933156	7.052307422191144	7.107409593476782	7.104571694004607	8.810791370898697	9.02620652150959	9.011392978311305	7.5553486375202485	7.768335682310616	7.837913548949283	9.206885884135357	8.94269886467891	8.901386627083536
