feature_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SPV_0001	5848.82122862734	0.0569653619819659	0.0555142721616831	1.02613852161006	0.304826294911713	0.381513364060372
SPV_0002	4888.77625015508	0.00728695082047623	0.0535981470405733	0.135957472007443	0.89185490113004	0.918221980675897
SPV_0003	193.875882924714	-0.00101536503431858	0.174111066200778	-0.0058407914553048	0.995339749172247	0.999367426457719
SPV_0004	3936.13223593172	-0.252567902571794	0.0410763112664274	-6.14864917906366	7.81456079182592e-10	2.77493795559472e-09
SPV_0005	518.373396272043	-1.22513298447045	0.093505000006983	-13.0973250790491	3.4106749689185e-39	4.76773930514312e-38
SPV_0006	2786.1909892467	-1.17491890001495	0.0636528255855048	-18.457292016952	4.55619456213683e-76	2.51223505717822e-74
SPV_0007	418.675500531412	-0.729171105209554	0.121904230566898	-5.98062042100319	2.22289321318245e-09	7.51693871919447e-09
SPV_0008	745.975373331861	-0.723140605872036	0.0858299060534938	-8.42474466612827	3.61537781979204e-17	1.9715727945844e-16
SPV_0009	84.4861690852383	-0.690115083375638	0.197719622787483	-3.48844991699458	0.000485829826849733	0.00100455438155908
SPV_0010	3155.67999580843	-0.744949699479281	0.0708218465859315	-10.5186645257837	7.08709576782373e-26	5.78766130099784e-25
SPV_0011	2178.26109108143	-0.968784261853144	0.0764692831811012	-12.6690048007881	8.78214887281595e-37	1.1033269311734e-35
SPV_0012	5943.60496662013	-1.12502074868367	0.0740227106902025	-15.198420167079	3.62252370066313e-52	8.45965828919567e-51
SPV_0013	25410.0397085689	-0.906208409413305	0.0529584817824383	-17.1116817264826	1.21441934443116e-65	4.63581230518432e-64
SPV_0014	241.854432198412	1.49286810162967	0.140761870777094	10.5915779045946	3.26048830843389e-26	2.67440879844681e-25
SPV_0023	341.921547168189	2.05696386707219	0.101487762448446	20.237838630326	4.54676043496501e-91	3.61012778536221e-89
SPV_0024	10630.2728389074	0.13407264636295	0.0773469040722606	1.7333714815686	0.0830296630665001	0.120302103056206
SPV_0025	43.2953532334206	-0.480323214062183	0.278895008737349	-1.71572476907099	0.0862124291228944	0.124459397679233
SPV_2459	1.09893147904616	-0.284974756121295	0.615917593947111	-0.385499823288805	0.69986713737134	0.759608804426694
SPV_0027	437.777671620506	0.548374080815312	0.105568878208898	5.19334092526517	2.0655343591774e-07	6.01185586945328e-07
SPV_0028	682.493212172553	0.245264758415877	0.0809422216251449	3.02992059388575	0.00244618042890033	0.00460252905342858
SPV_0029	1486.51731736707	0.288315353290203	0.0723402779137052	3.98543286317495	6.73572207842656e-05	0.00015466419380646
SPV_0030	3848.55272592645	0.147804069848453	0.05333058327063	2.77143460249023	0.00558098818186195	0.0100074629999964
SPV_0033	10154.6359315208	0.0667711991273796	0.0644596449676431	1.03586026165453	0.300267338948483	0.376995994821467
SPV_2460	442.342990952437	0.387914368437922	0.127481322615185	3.04345315757415	0.00233879849296595	0.00441723597387003
SPV_0038	11215.3264557662	-0.399852989238588	0.0535553214372484	-7.46622078600869	8.25308254176196e-14	3.74026685967979e-13
SPV_0039	2090.08145649131	0.435632700576405	0.0938758190529291	4.64056988767641	3.47449640477674e-06	8.95698099153484e-06
SPV_0040	12885.752226112	-0.140557121179128	0.0659107989843051	-2.13250965819983	0.0329649713623017	0.051850608680007
SPV_0041	3420.45461340767	-0.346711053106752	0.0576635284424605	-6.01245298033235	1.82736844576168e-09	6.23251952721122e-09
SPV_0042	1546.34734918768	-0.315502423457782	0.0581337769829231	-5.42669166784869	5.74081728228972e-08	1.75046425581338e-07
SPV_0043	2300.94347914907	-0.457725738716135	0.0672024463245699	-6.81078741371496	9.70659790791612e-12	3.91617822097835e-11
SPV_0044	1024.66943010587	-0.545371519591624	0.0686370817801814	-7.94491731265625	1.94320363351296e-15	9.54767131812682e-15
SPV_0046	607.194028251365	-0.281589940144337	0.0929716464915045	-3.02829848891823	0.00245935037185403	0.00461418760692841
SPV_0047	82.4889238115727	1.5999671510092	0.236288393843405	6.7436647087646	1.54440713637376e-11	6.14358349840063e-11
SPV_2462	227.209098208448	1.38600481147619	0.204207127522502	6.78186117266709	1.18637451751867e-11	4.74788995418256e-11
SPV_2461	19.7050368030073	1.7364795234388	0.503720846462037	3.42284857888014	0.000619685869465285	0.00127337106717245
SPV_2085	13.4537013939409	-0.23941380742179	0.425859476587839	-0.558399980517997	0.576571286125423	0.650650371210327
SPV_0048	29.8375891917177	0.152747805355282	0.301770691162924	0.505049051341853	0.613524384520224	0.683415209468376
SPV_0049	1944.94289423512	1.99053051035866	0.0928725476701564	21.4270865223629	7.4711394346677e-102	7.80537461990283e-100
SPV_0050	1636.83125413354	2.08135252424962	0.0708499648285366	29.3674753517661	1.42966911032549e-189	4.72982197332682e-187
SPV_0051	5819.80912827322	-1.20150510984981	0.172538356813245	-6.96372860282896	3.3138272574186e-12	1.37040564707832e-11
SPV_0052	35338.469426235	-0.816928864329105	0.091417969463845	-8.93616129135575	4.02923714575987e-19	2.45338519458078e-18
SPV_0053	16107.6449113432	-0.678927730899301	0.0936032775450295	-7.25324621323559	4.06899431677474e-13	1.7697989106743e-12
SPV_0054	10541.110754721	-0.700494779629375	0.0885250397154818	-7.91297586852696	2.51308084564791e-15	1.231719871262e-14
SPV_0055	4565.60236737192	-0.70559517221914	0.0705370272496723	-10.0031564572937	1.47615396682139e-23	1.09744030866684e-22
SPV_0056	4143.15090754435	-0.779714203759999	0.0885261838559197	-8.8078253559844	1.2759702585957e-18	7.51572986146133e-18
SPV_0057	17899.7473567928	-0.630392402922767	0.079834633077222	-7.89619863688903	2.87538312656275e-15	1.39893027113408e-14
SPV_0058	9554.94472285472	-0.698069483015275	0.0994494266518986	-7.01922180032325	2.23107370228366e-12	9.303952308893e-12
SPV_0059	3856.17934089214	-0.681731142452529	0.0765461164438016	-8.90586637403915	5.29707045405377e-19	3.2056966010051e-18
SPV_0060	6968.0904196248	-0.719585212577005	0.0766283498541478	-9.39040984953123	5.97672330057068e-21	4.00803910528135e-20
SPV_0061	1846.07112057206	-0.671499550682567	0.110155707828571	-6.09555558626336	1.09058007057866e-09	3.83150697362593e-09
SPV_0062	18463.280218393	-0.467885543117958	0.0519902896161855	-8.99942868566365	2.26895302499158e-19	1.39438754012641e-18
SPV_0063	3612.66781035577	0.431997763272454	0.0592601604635608	7.2901806433912	3.09539705870161e-13	1.36541403589393e-12
SPV_0064	52728.088415097	0.905277537481068	0.0698454260910291	12.9611055539076	2.0329622457332e-38	2.67247023694066e-37
